sentence1,sentence2,similarity_score
"['fed', 'empir', 'state', 'survey', 'far', 'exceed', 'expect', 'jump', 'num', 'june', 'record', 'high', 'num', 'may']","['encuesta', 'empir', 'state', 'reserva', 'feder', 'superó', 'crece', 'expectativa', 'saltar', 'num', 'junio', 'récord', 'num', 'mayo']",3.8
"['det', 'chief', 'insp', 'norman', 'mckinlay', 'said', 'evid', 'bodi', 'bodi', 'area']","['inspector', 'jefe', 'norman', 'mckinlay', 'dijo', 'evidencia', 'vario', 'cuerpo', 'área']",4.5
"['board', 'chancellor', 'robert', 'bennett', 'declin', 'comment', 'personnel', 'matter', 'tuesday', 'mill']","['cancil', 'robert', 'bennett', 'negó', 'comentar', 'asunto', 'person', 'mart', 'igual', 'mill']",3.0
"['gener', 'jeffrey', 'said', 'would', 'donat', 'militari', 'pension', 'chariti', 'period', 'offic', 'yarralumla']","['gener', 'jeffrey', 'dijo', 'donaría', 'pensión', 'militar', 'caridad', 'período', 'cargo', 'yarralumla']",4.727
"['tampa', 'bay', 'manag', 'lou', 'piniella', 'bench', 'coach', 'john', 'mclaren', 'right', 'fielder', 'aubrey', 'huff', 'eject', 'argu', 'huff', 'call', 'strike', 'end', 'ninth']","['entrenador', 'tampa', 'bay', 'lou', 'piniella', 'entrenador', 'banco', 'john', 'mclaren', 'jardinero', 'derecho', 'aubrey', 'huff', 'expulsado', 'discutir', 'despué', 'huff', 'llamado', 'hacer', 'strike', 'terminar', 'novena']",3.8
"['ventur', 'own', 'five', 'oil', 'refineri', 'num', 'fill', 'station', 'russia', 'ukrain']","['empresa', 'propietaria', 'cinco', 'refinería', 'petróleo', 'num', 'estacion', 'servicio', 'rusia', 'ucrania']",3.0
"['chang', 'plan', 'refin', 'origin', 'vision', 'libeskind', 'said']","['cambio', 'plan', 'refinan', 'visión', 'origin', 'dijo', 'libeskind']",4.6
"['rep', 'peter', 'deutsch', 'dfla', 'critic', 'fda', 'effort', 'florida']","['diputado', 'peter', 'deutsch', 'demócrata', 'florida', 'criticó', 'esfuerzo', 'fda', 'florida']",2.0
"['num', 'activ', 'probabl', 'case', 'gta', 'compar', 'num', 'case', 'june', 'num']","['ahora', 'num', 'caso', 'probabl', 'activo', 'gta', 'comparado', 'num', 'caso', 'num', 'junio']",1.5
"['sar', 'kill', 'num', 'peopl', 'china', 'mainland', 'infect', 'num']","['sar', 'matado', 'num', 'persona', 'territorio', 'continent', 'china', 'infectado', 'num']",3.2
"['redesign', 'finder', 'also', 'featur', 'search', 'colour', 'label', 'custom', 'organ', 'document', 'project', 'dynam', 'brows', 'network', 'mac', 'window', 'unix', 'file', 'server']","['finder', 'rediseñado', 'cuenta', 'funcion', 'búsqueda', 'etiqueta', 'color', 'organización', 'personalizada', 'documento', 'proyecto', 'navegación', 'dinámica', 'red', 'servidor', 'archivo', 'mac', 'window', 'unix']",3.0
"['lawyer', 'repres', 'torch', 'concept', 'rich', 'marsden', 'respond', 'repeat', 'phone', 'call']","['abogado', 'representa', 'torch', 'concept', 'rich', 'marsden', 'respondió', 'repetida', 'llamada', 'telefónica']",2.75
"['voluntarili', 'castrat', 'num', 'oper', 'contend', 'remov', 'abil', 'becom', 'sexual', 'arous']","['castrado', 'voluntariament', 'num', 'operación', 'según', 'quitó', 'capacidad', 'excitars', 'sexualment']",4.5
"['sptsx', 'composit', 'rose', 'num', 'point', 'week', 'tsx', 'ventur', 'exchang', 'composit', 'gain', 'num', 'point']","['compuesto', 'sptsx', 'subió', 'num', 'punto', 'semana', 'mientra', 'compuesto', 'tsx', 'ventur', 'exchang', 'ganó', 'num', 'punto']",1.0
"['turn', 'suse', 'licens', 'java', 'num', 'standard', 'edit', 'also', 'formalis', 'exist', 'agreement', 'distribut', 'sun', 'java', 'virtual', 'machin', 'run', 'java', 'applic']","['vez', 'suse', 'obtendrá', 'licencia', 'java', 'num', 'standard', 'edit', 'tiempo', 'formalizará', 'acuerdo', 'existent', 'distribuir', 'máquina', 'virtual', 'java', 'sun', 'ejecutar', 'aplicacion', 'java']",3.75
"['long', 'line', 'form', 'outsid', 'ga', 'station', 'peopl', 'rush', 'get', 'money', 'cash', 'machin', 'sunday', 'isra', 'prepar', 'weather', 'strike', 'threaten', 'paralyz', 'countri']","['larga', 'fila', 'formaron', 'gasolinera', 'gent', 'apresuró', 'sacar', 'dinero', 'cajero', 'automático', 'domingo', 'mientra', 'israelí', 'preparaban', 'soportar', 'huelga', 'amenazaba', 'paralizar', 'paí']",4.5
"['techheavi', 'nasdaq', 'composit', 'index', 'fell', 'num', 'num', 'percent', 'num', 'follow', 'twoday', 'win', 'num']","['índice', 'compuesto', 'nasdaq', 'técnico', 'cayó', 'num', 'num', 'ciento', 'num', 'despué', 'victoria', 'do', 'día', 'num']",1.5
"['dont', 'know', 'sar', 'said', 'dr', 'jame', 'young', 'ontario', 'commission', 'public', 'safeti']","['sabemo', 'si', 'sar', 'dijo', 'dr', 'jame', 'young', 'comisionado', 'seguridad', 'pública', 'ontario']",2.0
"['sale', 'quarter', 'beat', 'expect', 'rise', 'num', 'percent', 'yearonyear', 'num', 'billion', 'euro']","['venta', 'trimestr', 'superaron', 'expectativa', 'aumento', 'num', 'interanu', 'num', 'millon', 'euro']",4.0
"['compani', 'said', 'would', 'issu', 'revis', 'guidanc', 'full', 'fiscal', 'year', 'next', 'month', 'releas', 'qnum', 'result']","['compañía', 'dijo', 'publicaría', 'guía', 'revisada', 'año', 'fiscal', 'próximo', 'me', 'publiqu', 'resultado', 'segundo', 'trimestr']",3.2
"['havent', 'decid', 'whether', 'use', 'unbroken', 'dot', 'white', 'line', 'experi', 'worth', 'introduc', 'said', 'david', 'richardson', 'icc', 'cricket', 'manag']","['decidido', 'si', 'usar', 'línea', 'blanca', 'continuum', 'punteada', 'experimento', 'vale', 'pena', 'introducir', 'dijo', 'david', 'richardson', 'gerent', 'cricket', 'icc']",4.0
"['shinseki', 'retir', 'wednesday', 'numyear', 'career', 'includ', 'combat', 'vietnam', 'head', 'u', 'peacekeep', 'effort', 'bosnia']","['shinseki', 'retira', 'miércol', 'despué', 'carrera', 'num', 'año', 'incluyó', 'combat', 'vietnam', 'dirección', 'esfuerzo', 'mantenimiento', 'paz', 'eeuu', 'bosnia']",3.0
"['depart', 'also', 'sent', 'water', 'soil', 'sampl', 'state', 'health', 'laboratori']","['departamento', 'envió', 'muestra', 'agua', 'suelo', 'laboratorio', 'salud']",3.25
"['clear', 'oblig', 'everyth', 'possibl', 'protect', 'civilian', 'see']","['libera', 'obligación', 'hacer', 'posibl', 'proteg', 'civil', 'viendo']",3.4
"['ross', 'garber', 'rowland', 'lawyer', 'said', 'tuesday', 'would', 'attend', 'meet', 'would', 'ask', 'speak', 'issu']","['ross', 'garber', 'abogado', 'rowland', 'dijo', 'mart', 'asistiría', 'reunión', 'pediría', 'hablar', 'tema']",2.0
"['previous', 'seen', 'grin', 'mechan', 'east', 'java', 'televis']","['anteriorment', 'visto', 'mecánico', 'sonrient', 'java', 'sólo', 'televisión']",3.4
"['two', 'year', 'later', 'insur', 'coverag', 'would', 'begin']","['do', 'año', 'despué', 'cobertura', 'seguro', 'comenzaría']",2.8
"['nasa', 'satellit', 'imag', 'show', 'arctic', 'ice', 'shrink', 'rate', 'nearli', 'num', 'percent', 'decad']","['imágen', 'satelital', 'nasa', 'muestran', 'hielo', 'ártico', 'reduciendo', 'ritmo', 'casi', 'num', 'ciento', 'década']",3.2
"['biotech', 'product', 'anyth', 'may', 'safer', 'convent', 'product', 'test', 'fraley', 'said', 'ad', 'num', 'countri', 'adopt', 'biotechnolog']","['producto', 'biotecnológico', 'si', 'acaso', 'pueden', 'ser', 'seguro', 'producto', 'convencional', 'debido', 'toda', 'prueba', 'dijo', 'fraley', 'añadiendo', 'num', 'país', 'adoptado', 'biotecnología']",3.2
"['nation', 'board', 'certifi', 'teacher', 'master', 'degre', 'kelley', 'make', 'salari', 'num', 'numth', 'year']","['maestro', 'certificado', 'consejo', 'nacion', 'maestría', 'kelley', 'gana', 'salario', 'num', 'dólare', 'numº', 'año']",4.75
"['vienna', 'iaea', 'said', 'elbaradei', 'would', 'accept', 'invit', 'although', 'date', 'yet', 'set']","['viena', 'oiea', 'dijo', 'elbaradei', 'aceptaría', 'invitación', 'aunqu', 'todavía', 'fijado', 'fecha']",3.25
"['epidem', 'began', 'novemb', 'mainland', 'guangdong', 'provinc', 'peopl', 'republ', 'china', 'refus', 'report', 'truth', 'spread', 'four', 'month']","['epidemia', 'comenzó', 'noviembr', 'provincia', 'guangdong', 'continent', 'república', 'popular', 'china', 'negó', 'informar', 'veracidad', 'propagación', 'cuatro', 'me']",4.25
"['druce', 'face', 'murder', 'charg', 'cont', 'said']","['druce', 'enfrentará', 'cargo', 'asesinato', 'dijo', 'cont']",5.0
"['compar', 'num', 'million', 'num', 'cent', 'per', 'share', 'yearago', 'period']","['comparado', 'num', 'millon', 'dólare', 'num', 'centavo', 'acción', 'período', 'hace', 'año']",1.6
"['nick', 'markaki', 'lefthand', 'young', 'harri', 'junior', 'colleg', 'georgia', 'went', 'oriol', 'seventh', 'pick']","['nick', 'markaki', 'zurdo', 'young', 'harri', 'junior', 'colleg', 'georgia', 'oriol', 'séptima', 'elección']",3.8
"['remain', 'hope', 'citi', 'agre', 'work', 'u', 'engag', 'goodfaith', 'discuss', 'issu']","['seguimo', 'esperando', 'ciudad', 'acept', 'trabajar', 'participar', 'discusion', 'buena', 'fe', 'tema']",3.5
"['woman', 'also', 'concern', 'mani', 'woman', 'turn', 'cosmet', 'surgeri', 'quest', 'bodili', 'perfect']","['mujer', 'preocupa', 'tanta', 'mujer', 'vuelvan', 'cirugía', 'estética', 'busca', 'perfección', 'corpor']",4.75
"['notif', 'first', 'report', 'friday', 'msnbc']","['notificación', 'reportada', 'primera', 'vez', 'viern', 'msnbc']",3.0
"['howev', 'photo', 'peter', 'hollingworth', 'june', 'issu', 'examin', 'herald', 'yesterday']","['embargo', 'ninguna', 'foto', 'peter', 'hollingworth', 'edición', 'junio', 'examinada', 'ayer', 'herald']",3.0
"['continu', 'work', 'saudi', 'time', 'tragic', 'event', 'provid', 'addit', 'secur', 'request']","['seguimo', 'trabajando', 'saudí', 'proporcionaron', 'momento', 'trágico', 'suceso', 'seguridad', 'adicion', 'solicitamo']",3.25
"['statement', 'releas', 'dei', 'said', 'green', 'would', 'begin', 'drive', 'car', 'interim', 'basi', 'begin', 'next', 'week', 'winston', 'open', 'low', 'motor', 'speedway']","['comunicado', 'publicado', 'dei', 'dijo', 'green', 'comenzaría', 'conducir', 'coch', 'forma', 'provision', 'partir', 'próxima', 'semana', 'winston', 'open', 'low', 'motor', 'speedway']",3.25
"['costa', 'semifin', 'oppon', 'spaniard', 'juan', 'carlo', 'ferrero', 'beat', 'last', 'year', 'final']","['oponent', 'costa', 'semifin', 'español', 'juan', 'carlo', 'ferrero', 'venció', 'final', 'año', 'pasado']",3.75
"['doctor', 'specul', 'bodi', 'estrogen', 'protect', 'cell', 'damag', 'improv', 'blood', 'flow']","['médico', 'especulado', 'estrógeno', 'propio', 'cuerpo', 'proteg', 'daño', 'celular', 'mejora', 'flujo', 'sanguíneo']",4.25
"['technologylac', 'nasdaq', 'composit', 'index', 'ixic', 'ad', 'num', 'point', 'num', 'percent', 'num']","['índice', 'compuesto', 'nasdaq', 'ixic', 'basado', 'tecnología', 'añadió', 'num', 'punto', 'num', 'ciento', 'num']",1.2
"['american', 'report', 'among', 'casualti', 'accord', 'capt', 'michael', 'calvert', 'spokesman', 'regiment']","['reportaron', 'americano', 'baja', 'según', 'capitán', 'michael', 'calvert', 'portavoz', 'regimiento']",5.0
"['think', 'right', 'choos']","['creemo', 'derecho', 'elegir']",3.0
"['found', 'smoke', 'gun', 'investig', 'board', 'member', 'scott', 'hubbard', 'said']","['encontrado', 'arma', 'humeant', 'dijo', 'miembro', 'junta', 'investigadora', 'scott', 'hubbard']",3.6
"['child', 'liter', 'neglect', 'death', 'armstrong', 'counti', 'district', 'attorney', 'scott', 'andreassi', 'said']","['niño', 'literalment', 'descuidado', 'muert', 'dijo', 'fiscal', 'distrito', 'condado', 'armstrong', 'scott', 'andreassi']",1.8
"['microsoft', 'said', 'friday', 'halt', 'develop', 'futur', 'macintosh', 'version', 'internet', 'explor', 'browser', 'cite', 'competit', 'appl', 'comput', 'safari', 'browser']","['microsoft', 'dijo', 'viern', 'deteniendo', 'desarrollo', 'futura', 'version', 'macintosh', 'navegador', 'internet', 'explor', 'citando', 'competencia', 'navegador', 'safari', 'appl', 'comput']",4.0
"['chapman', 'immedi', 'arrest', 'expect', 'appear', 'arraign', 'juli', 'num']","['chapman', 'arrestado', 'inmediatament', 'espera', 'present', 'lectura', 'cargo', 'num', 'julio']",3.8
"['presid', 'bush', 'rais', 'recordbreak', 'num', 'million', 'reelect', 'campaign', 'last', 'three', 'month', 'contribut', 'num', 'american', 'presid', 'campaign', 'chairman', 'said', 'tuesday']","['president', 'bush', 'recaudó', 'récord', 'num', 'millon', 'dólare', 'campaña', 'reelección', 'último', 'tre', 'me', 'contribucion', 'num', 'estadounidens', 'dijo', 'mart', 'president', 'campaña', 'president']",2.4
"['author', 'ohio', 'indiana', 'michigan', 'search', 'bodi']","['autoridad', 'ohio', 'indiana', 'michigan', 'buscado', 'cuerpo']",2.8
"['said', 'european', 'govern', 'block', 'new', 'biocrop', 'unfound', 'unscientif', 'fear']","['dijo', 'gobierno', 'europeo', 'bloqueado', 'nuevo', 'biocultivo', 'debido', 'temor', 'infundado', 'científico']",3.2
"['one', 'question', 'whether', 'franc', 'infuri', 'washington', 'lead', 'charg', 'un', 'author', 'war', 'would', 'vote', 'ye', 'abstain']","['cuestión', 'si', 'francia', 'enfureció', 'washington', 'encabezar', 'acusación', 'autorización', 'onu', 'guerra', 'votaría', 'abstendría']",3.0
"['luzern', 'counti', 'district', 'attorney', 'david', 'lupa', 'told', 'news', 'confer', 'monday', 'author', 'continu', 'make', 'signific', 'progress', 'case']","['fiscal', 'distrito', 'condado', 'luzern', 'david', 'lupa', 'dijo', 'conferencia', 'prensa', 'lune', 'autoridad', 'continuaban', 'haciendo', 'progreso', 'significativo', 'caso']",3.4
"['u', 'confer', 'board', 'said', 'latest', 'measur', 'busi', 'confid', 'hit', 'num', 'fall', 'num', 'first', 'quarter', 'survey']","['junta', 'conferencia', 'eeuu', 'dijo', 'última', 'medida', 'confianza', 'empresari', 'llegó', 'num', 'despué', 'caer', 'num', 'encuesta', 'primer', 'trimestr']",3.8
"['legal', 'repres', 'began', 'meet', 'plaintiff', 'attorney', 'last', 'week', 'discu', 'settlement']","['representant', 'legal', 'comenzaron', 'reunirs', 'abogado', 'demandant', 'semana', 'pasada', 'discutir', 'acuerdo']",3.25
"['senior', 'would', 'pay', 'num', 'percent', 'drug', 'cost', 'num']","['anciano', 'pagar', 'num', 'ciento', 'costo', 'droga', 'num', 'dólare']",1.5
"['flamboy', 'entrepreneur', 'flag', 'plan', 'meet', 'london', 'australian', 'tourism', 'minist', 'joe', 'hockey']","['extravagant', 'empresario', 'marcó', 'plan', 'despué', 'reunión', 'londr', 'ministro', 'turismo', 'australiano', 'joe', 'hockey']",2.8
"['govern', 'bond', 'sold', 'sharpli', 'greenspan', 'told', 'congress', 'tuesday', 'u', 'economi', 'could', 'well', 'embark', 'period', 'extend', 'growth']","['bono', 'gobierno', 'vendieron', 'bruscament', 'despué', 'greenspan', 'dijera', 'congreso', 'mart', 'economía', 'estadounidens', 'podría', 'bien', 'embarcándos', 'período', 'crecimiento', 'prolongado']",3.2
"['kathi', 'nicolo', 'jennif', 'connelli', 'hous', 'mean', 'stabil', 'famili']","['kathi', 'nicolo', 'jennif', 'connelli', 'casa', 'significa', 'estabilidad', 'familia']",2.0
"['institut', 'suppli', 'manag', 'index', 'nonmanufactur', 'activ', 'rose', 'unexpectedli', 'april', 'report', 'said']","['índice', 'actividad', 'manufacturera', 'instituto', 'gestión', 'suministro', 'subió', 'inesperadament', 'abril', 'según', 'inform']",3.4
"['spokeswoman', 'maria', 'cheng', 'agre', 'say', 'look', 'much', 'like', 'isol', 'event']","['portavoz', 'om', 'maria', 'cheng', 'acuerdo', 'diciendo', 'parec', 'evento', 'aislado']",4.6
"['polic', 'said', 'two', 'small', 'child', 'alon', 'apart', 'two', 'day']","['policía', 'dijo', 'do', 'hijo', 'pequeño', 'solo', 'apartamento', 'do', 'día']",3.25
"['priest', 'rev', 'john', 'f', 'johnston', 'num', 'numth', 'avenu', 'jackson', 'height', 'charg', 'aggrav', 'harass', 'crimin', 'possess', 'weapon']","['sacerdot', 'reverendo', 'john', 'f', 'johnston', 'num', 'año', 'num', 'avenida', 'jackson', 'height', 'acusado', 'acoso', 'agravado', 'posesión', 'crimin', 'arma']",3.75
"['settlement', 'includ', 'num', 'million', 'attorney', 'fee', 'expens']","['acuerdo', 'incluy', 'num', 'millon', 'dólare', 'honorario', 'gasto', 'abogado']",4.5
"['three', 'vote', 'would', 'kill']","['tre', 'voto', 'matarían', 'ahora']",3.667
"['num', 'prison', 'num', 'countri', 'includ', 'canada', 'held', 'mani', 'captur', 'war', 'afghanistan', 'alqaida', 'network']","['encuentran', 'detenido', 'num', 'prisionero', 'num', 'país', 'incluido', 'canadá', 'cual', 'capturado', 'guerra', 'red', 'alqaida', 'afganistán']",3.333
"['reach', 'john', 'dvorak', 'cover', 'kansa', 'call', 'num', 'num', 'send', 'email', 'jdvorakkctarcom']","['comunicars', 'john', 'dvorak', 'cubr', 'kansa', 'llame', 'num', 'num', 'enví', 'correo', 'electrónico', 'jdvorakkctarcom']",1.0
"['prosecutor', 'jim', 'hardin', 'call', 'decis', 'victori', 'kathleen', 'peterson', 'famili']","['fiscal', 'jim', 'hardin', 'calificó', 'decisión', 'victoria', 'familia', 'kathleen', 'peterson']",1.0
"['anyth', 'want', 'say', 'alesha', 'badgley', 'stone', 'counti', 'nurs', 'rehabilit', 'center', 'social', 'director', 'said', 'week']","['ahora', 'cualquier', 'cosa', 'quiera', 'decir', 'dijo', 'semana', 'alesha', 'badgley', 'directora', 'social', 'centro', 'enfermería', 'rehabilitación', 'condado', 'stone']",5.0
"['nation', 'denomin', 'episcop', 'church', 'num', 'million', 'member', 'u', 'branch', 'num', 'millionmemb', 'anglican', 'communion']","['denominación', 'nacion', 'iglesia', 'episcop', 'num', 'millon', 'miembro', 'rama', 'estadounidens', 'comunión', 'anglicana', 'num', 'millon', 'miembro']",5.0
"['feel', 'confid', 'say', 'hp', 'longer', 'integr', 'stori', 'fiorina', 'said']","['siento', 'confiada', 'decir', 'hp', 'historia', 'integración', 'dijo', 'fiorina']",3.4
"['british', 'polic', 'arrest', 'num', 'peopl', 'earli', 'tuesday', 'connect', 'suspect', 'ritual', 'murder', 'african', 'boy', 'whose', 'torso', 'found', 'thame', 'river']","['policía', 'británica', 'detuvo', 'num', 'persona', 'mart', 'temprano', 'relación', 'presunto', 'asesinato', 'ritual', 'niño', 'africano', 'cuyo', 'torso', 'encontrado', 'río', 'támesi']",3.5
"['late', 'afternoon', 'dow', 'jone', 'industri', 'averag', 'num', 'num', 'percent', 'num', 'gain', 'num', 'point', 'monday', 'highest', 'level', 'sinc', 'juli', 'num']","['final', 'tard', 'promedio', 'industri', 'dow', 'jone', 'subió', 'num', 'num', 'ciento', 'num', 'ganado', 'num', 'punto', 'lune', 'nivel', 'alto', 'julio', 'num']",1.25
"['eric', 'gagn', 'pitch', 'perfect', 'ninth', 'numrd', 'save', 'mani', 'opportun']","['eric', 'gagn', 'lanzó', 'novena', 'perfecta', 'numª', 'salvada', 'tanta', 'oportunidad']",3.25
"['share', 'close', 'nasdaq', 'numweek', 'high', 'num', 'num']","['accion', 'cerraron', 'nasdaq', 'justo', 'debajo', 'máximo', 'num', 'semana', 'num', 'dólare', 'subida', 'num', 'dólare']",3.25
"['janic', 'kelli', 'said', 'husband', 'receiv', 'assur', 'senior', 'mod', 'offici', 'name', 'would', 'made', 'public']","['janic', 'kelli', 'dijo', 'marido', 'recibido', 'garantía', 'alto', 'funcionario', 'ministerio', 'defensa', 'nombr', 'haría', 'público']",3.75
"['convict', 'face', 'five', 'year', 'prison', 'num', 'fine', 'num', 'count']","['si', 'condenado', 'enfrentan', 'cinco', 'año', 'prisión', 'multa', 'num', 'dólare', 'cada', 'num', 'cargo']",3.25
"['u', 'corpor', 'bond', 'yield', 'spread', 'tighten', 'spotti', 'trade', 'friday', 'wall', 'street', 'labor', 'get', 'back', 'foot', 'largest', 'power', 'outag', 'ever', 'north', 'america']","['diferencial', 'rendimiento', 'bono', 'corporativo', 'eeuu', 'estrecharon', 'comercio', 'contado', 'viern', 'mientra', 'wall', 'street', 'esforzaba', 'volver', 'poners', 'pie', 'despué', 'mayor', 'apagón', 'historia', 'américa', 'nort']",3.6
"['evacu', 'went', 'smoothli', 'although', 'passeng', 'werent', 'told', 'go', 'hunt', 'said']","['evacuación', 'llevó', 'cabo', 'problema', 'aunqu', 'dijo', 'pasajero', 'pasando', 'dijo', 'hunt']",4.4
"['num', 'num', 'num', 'alleg', 'sexual', 'assault', 'report']","['num', 'num', 'comunicaron', 'num', 'denuncia', 'agresión', 'sexual']",3.6
"['smith', 'said', 'simpli', 'oh', 'god', 'second', 'afterward', 'accord', 'weinshal']","['smith', 'dijo', 'simplement', 'oh', 'dio', 'segundo', 'siguient', 'según', 'weinshal']",3.75
"['cooley', 'said', 'expect', 'muhammad', 'similarli', 'call', 'wit', 'pretrial', 'hear', 'malvo']","['cooley', 'dijo', 'espera', 'mahoma', 'llamado', 'testigo', 'audiencia', 'previa', 'juicio', 'malvo']",2.5
"['realli', 'left', 'u', 'smile', 'face', 'last', 'word', 'daughter', 'linda', 'hope', 'said']","['realment', 'dejó', 'sonrisa', 'rostro', 'última', 'palabra', 'dijo', 'hija', 'linda', 'hope']",3.25
"['also', 'could', 'bar', 'perman', 'secur', 'industri']","['podría', 'ser', 'excluido', 'permanentement', 'industria', 'valor']",3.333
"['inspir', 'coupl', 'selfless', 'courag', 'said', 'oscarwin', 'film', 'director']","['pareja', 'inspiradora', 'desinteresada', 'valient', 'dijo', 'director', 'cine', 'ganador', 'oscar']",3.0
"['second', 'victim', 'michael', 'walker', 'num', 'struck', 'torso', 'bullet', 'perfor', 'lung']","['segunda', 'víctima', 'michael', 'walker', 'num', 'golpeado', 'torso', 'bala', 'perforó', 'pulmón']",2.2
"['interview', 'healey', 'criminologist', 'acknowledg', 'much', 'sentiment', 'among', 'legisl', 'across', 'countri', 'wari', 'toward', 'capit', 'punish']","['entrevista', 'healey', 'criminólogo', 'reconoció', 'gran', 'part', 'sentimiento', 'legislador', 'aquí', 'paí', 'cautela', 'hacia', 'pena', 'capit']",4.6
"['franklin', 'counti', 'judgeexecut', 'teresa', 'barton', 'said', 'firefight', 'struck', 'lightn', 'taken', 'frankfort', 'region', 'medic', 'center']","['jueza', 'ejecutiva', 'condado', 'franklin', 'teresa', 'barton', 'dijo', 'bombero', 'alcanzado', 'rayo', 'llevado', 'centro', 'médico', 'region', 'frankfort']",3.2
"['polic', 'spokesman', 'brig', 'gen', 'edward', 'aritonang', 'confirm', 'saturday', 'anoth', 'two', 'arrest', 'one', 'jakarta', 'anoth', 'magelang', 'central', 'java']","['portavoz', 'policía', 'gener', 'brigada', 'edward', 'aritonang', 'confirmó', 'sábado', 'do', 'sido', 'arrestado', 'yakarta', 'magelang', 'java', 'central']",5.0
"['feder', 'judg', 'william', 'barbour', 'said', 'tuesday', 'impos', 'maximum', 'sentenc', 'avant', 'show', 'remors', 'brutal', 'slay']","['juez', 'feder', 'william', 'barbour', 'dijo', 'mart', 'impuso', 'máxima', 'sentencia', 'avant', 'mostró', 'remordimiento', 'brutal', 'asesinato']",3.6
"['num', 'potenti', 'juror', 'ask', 'complet', 'lengthi', 'questionnair']","['num', 'posibl', 'jurado', 'pedía', 'rellenaran', 'extenso', 'cuestionario']",3.2
"['five', 'altern', 'juror', 'also', 'chosen', 'final', 'one', 'set', 'select', 'friday', 'morn', 'panel']","['eligieron', 'cinco', 'jurado', 'alternativo', 'último', 'seleccionará', 'viern', 'mañana', 'panel']",4.6
"['california', 'farm', 'bureau', 'immedi', 'return', 'call', 'seek', 'comment']","['oficina', 'agrícola', 'california', 'devolvió', 'inmediatament', 'llamada', 'busca', 'comentario']",3.8
"['prime', 'minist', 'told', 'bbc', 'wasnt', 'bother', 'poll', 'would', 'continu', 'believ', 'right']","['primer', 'ministro', 'dijo', 'bbc', 'molestaban', 'encuesta', 'continuaría', 'haciendo', 'creía', 'correcto']",3.4
"['gen', 'sattler', 'head', 'combin', 'joint', 'task', 'forc', 'base', 'ship', 'gulf', 'aden', 'indian', 'ocean']","['gener', 'sattler', 'dirig', 'grupo', 'tarea', 'conjunto', 'combinado', 'base', 'barco', 'golfo', 'adén', 'océano', 'índico']",3.6
"['wall', 'street', 'analyst', 'expect', 'num', 'cent', 'share', 'accord', 'thomson', 'first', 'call']","['analista', 'wall', 'street', 'esperaban', 'num', 'centavo', 'acción', 'según', 'thomson', 'first', 'call']",2.2
"['legal', 'rule', 'follow', 'three', 'day', 'intens', 'specul', 'hewlettpackard', 'co', 'may', 'bid', 'compani']","['fallo', 'legal', 'produc', 'despué', 'tre', 'día', 'intensa', 'especulacion', 'posibilidad', 'hewlettpackard', 'co', 'haga', 'oferta', 'empresa']",3.6
"['find', 'publish', 'juli', 'num', 'issu', 'annal', 'intern', 'medicin']","['hallazgo', 'publicado', 'edición', 'num', 'julio', 'annal', 'of', 'intern', 'medicin']",3.8
"['measur', 'could', 'taken', 'full', 'senat', 'earli', 'friday']","['medida', 'podrían', 'ser', 'tomada', 'pleno', 'senado', 'viern']",4.0
"['enron', 'spokesman', 'eric', 'thode', 'declin', 'comment', 'mediat', 'order']","['portavoz', 'enron', 'eric', 'thode', 'negó', 'comentar', 'orden', 'mediación']",1.733
"['labor', 'depart', 'analyst', 'think', 'payrol', 'statist', 'survey', 'busi', 'provid', 'accur', 'pictur', 'economi', 'survey', 'figur', 'base', 'larger', 'sampl']","['analista', 'departamento', 'trabajo', 'creen', 'estadística', 'nómina', 'encuesta', 'empresa', 'proporcionan', 'imagen', 'precisa', 'economía', 'cifra', 'encuesta', 'basan', 'muestra', 'amplia']",4.0
"['parent', 'want', 'kept', 'aliv', 'husband', 'say', 'never', 'want', 'kept', 'aliv', 'artifici']","['padr', 'quieren', 'mantenerla', 'viva', 'marido', 'dice', 'nunca', 'quiso', 'mantuvieran', 'viva', 'artificialment']",2.8
"['earlier', 'told', 'franc', 'interradio', 'think', 'qualifi', 'happen', 'genuin', 'epidem']","['dijo', 'franc', 'interradio', 'creo', 'ahora', 'podemo', 'calificar', 'sucediendo', 'verdadera', 'epidemia']",3.2
"['terri', 'schiavo', 'num', 'expect', 'die', 'sometim', 'next', 'two', 'week', 'tampaarea', 'hospic', 'spent', 'past', 'sever', 'year']","['espera', 'terri', 'schiavo', 'num', 'año', 'muera', 'algún', 'momento', 'próxima', 'do', 'semana', 'hospicio', 'zona', 'tampa', 'pasado', 'último', 'año']",1.8
"['prior', 'join', 'kodak', 'palumbo', 'work', 'procter', 'gambl', 'corp', 'manag', 'product', 'folger', 'panten', 'shampoo']","['unirs', 'kodak', 'palumbo', 'trabajó', 'procter', 'gambl', 'corp', 'manejó', 'producto', 'champú', 'folger', 'panten']",3.75
"['mr', 'mcdevitt', 'grant', 'control', 'three', 'crucial', 'aspect', 'polic', 'solomon']","['sr', 'mcdevitt', 'concedido', 'control', 'tre', 'aspecto', 'crucial', 'policía', 'salomón']",3.75
"['offici', 'north', 'carolina', 'speedway', 'rockingham', 'could', 'reach']","['pudo', 'contactar', 'oficial', 'north', 'carolina', 'speedway', 'rockingham']",2.909
