sentence1,sentence2,score
"['also', 'give', 'microsoft', 'opportun', 'comment', 'remedi', 'propos', 'commiss']","['among', 'thing', 'microsoft', 'comment', 'propos', 'remedi', 'respons']",4.2
"['texan', 'saddl', 'skyrocket', 'homeown', 'premium', 'might', 'final', 'get', 'relief']","['relief', 'sight', 'texan', 'saddl', 'skyrocket', 'homeown', 'insur', 'premium']",5.0
"['six', 'democrat', 'vy', 'succeed', 'jacqu', 'qualifi', 'feb', 'num', 'primari', 'ballot']","['six', 'democrat', 'two', 'republican', 'run', 'seat', 'qualifi', 'feb', 'num', 'primari', 'ballot']",3.4
"['halliburton', 'tuesday', 'reiter', 'content', 'kbr', 'deliv', 'fuel', 'iraq', 'best', 'valu', 'best', 'price', 'best', 'term']","['believ', 'kbr', 'deliv', 'fuel', 'iraq', 'best', 'valu', 'best', 'price', 'best', 'term', 'halliburton', 'spokeswoman', 'wendi', 'hall', 'said']",4.0
"['elecia', 'battl', 'cleveland', 'told', 'polic', 'drop', 'purs', 'left', 'quick', 'shop', 'food', 'mart', 'last', 'week', 'buy', 'ticket']","['elecia', 'battl', 'drop', 'purs', 'buy', 'mega', 'million', 'lotteri', 'ticket', 'last', 'week', 'belief', 'ticket', 'blew', 'away']",3.333
"['custom', 'includ', 'mitsubishi', 'siemen', 'dbtel', 'dell', 'hp', 'palm', 'philip', 'sharp', 'soni']","['mediaq', 'custom', 'includ', 'major', 'handheld', 'maker', 'mitsubishi', 'siemen', 'palm', 'sharp', 'philip', 'dell', 'soni']",3.2
"['cleveland', 'cavali', 'right', 'draft', 'jame', 'win', 'nba', 'annual', 'lotteri', 'thursday', 'night']","['case', 'thursday', 'night', 'cleveland', 'cavali', 'lebron', 'jame', 'lotteri', 'otherwis', 'known', 'nba', 'draft', 'lotteri']",4.0
"['among', 'worker', 'research', 'found', 'short', 'worker', 'wors', 'hear', 'expect', 'age']","['short', 'worker', 'wors', 'hear', 'expect', 'age', 'three', 'time', 'often', 'taller', 'worker', 'write', 'barrena']",3.8
"['mr', 'colpin', 'specifi', 'whether', 'system', 'centr', 'investig']","['neither', 'olaf', 'belgian', 'prosecutor', 'specifi', 'system', 'centr', 'investig']",2.2
"['sale', 'entertainmentori', 'pc', 'limit', 'unit', 'state', 'canada', 'korea']","['comput', 'current', 'sold', 'canada', 'unit', 'state', 'korea']",3.75
"['ballmer', 'vocal', 'past', 'warn', 'linux', 'threat', 'microsoft']","['memo', 'ballmer', 'reiter', 'opensourc', 'threat', 'microsoft']",3.0
"['broad', 'standard', 'poor', 'numstock', 'index', 'num', 'point', 'num', 'per', 'cent', 'num']","['standard', 'poor', 'num', 'stock', 'index', 'futur', 'declin', 'num', 'point', 'num', 'nasdaq', 'futur', 'fell', 'num', 'point', 'num']",1.25
"['talabani', 'told', 'govern', 'council', 'would', 'need', 'un', 'assist', 'advic', 'implement', 'new', 'decis', 'taken']","['talabani', 'told', 'iraqi', 'leader', 'would', 'need', 'un', 'assist', 'advic', 'implement', 'new', 'decis', 'taken', 'organis', 'interim', 'iraqi', 'govern', 'june']",3.25
"['stanford', 'num', 'play', 'south', 'carolina', 'num', 'today', 'firstround', 'game', 'rosenblatt', 'stadium', 'omaha', 'neb']","['stanford', 'num', 'play', 'south', 'carolina', 'num', 'friday', 'open', 'game', 'doubleelimin', 'tournament']",3.333
"['survey', 'month', 'ago', 'street', 'lead', 'katz', 'num', 'percent', 'num', 'percent', 'num', 'percent', 'undecid']","['one', 'month', 'ago', 'poll', 'katz', 'lead', 'num', 'num', 'percent']",2.0
"['broad', 'standard', 'poor', 'num', 'index', 'spx', 'advanc', 'num', 'point', 'num', 'percent', 'num']","['standard', 'poor', 'num', 'index', 'gain', 'num', 'num', 'percent', 'num', 'num', 'pm', 'new', 'york']",3.0
"['dont', 'realiz', 'late', 'cours', 'theyr', 'potenti', 'victim', 'horror', 'movi']","['dont', 'realiz', 'late', 'cours', 'theyr', 'potenti', 'victim']",3.667
"['arthur', 'benson', 'attorney', 'case', 'plaintiff', 'schoolchildren', 'said', 'appeal']","['attorney', 'plaintiff', 'schoolchildren', 'said', 'plan', 'appeal']",3.667
"['euro', 'slip', 'nearli', 'four', 'percent', 'sinc', 'match', 'record', 'peak', 'around', 'num', 'last', 'week', 'hit', 'alltim', 'high', 'num', 'yen', 'late', 'may']","['euro', 'slip', 'much', 'four', 'cent', 'sinc', 'match', 'record', 'peak', 'near', 'num', 'last', 'week', 'hit', 'record', 'high', 'num', 'yen', 'late', 'may']",4.333
"['pennsylvania', 'aggress', 'treatment', 'program', 'treat', 'num', 'num', 'inmat']","['texa', 'three', 'time', 'michigan', 'inmat', 'popul', 'treat', 'num', 'num', 'infect', 'inmat']",1.333
"['techload', 'nasdaq', 'composit', 'rose', 'num', 'point', 'num', 'end', 'highest', 'level', 'num', 'month']","['technologylac', 'nasdaq', 'composit', 'index', 'ixic', 'climb', 'num', 'point', 'num', 'percent', 'num']",2.2
"['expos', 'featur', 'open', 'window', 'shrink', 'fit', 'screen', 'still', 'clear', 'enough', 'identifi']","['expos', 'expohsay', 'featur', 'open', 'window', 'desktop', 'immedi', 'shrink', 'fit', 'screen', 'still', 'clear', 'enough', 'identifi']",4.4
"['instead', 'prosecutor', 'dismiss', 'charg', 'rucker', 'left', 'courtroom', 'free', 'man']","['instead', 'left', 'courtroom', 'free', 'man', 'author', 'dismiss', 'crimin', 'charg']",3.4
"['case', 'mental', 'challeng', 'emot', 'exhaust', 'said', 'foreman', 'jim', 'wolfcal', 'numyearold', 'minist']","['jim', 'wolfcal', 'juri', 'foreman', 'minist', 'said', 'case', 'mental', 'challeng', 'emot', 'exhaust']",4.2
"['arriv', 'later', 'week', 'first', 'state', 'visit', 'u', 'presid']","['mr', 'bush', 'arriv', 'tuesday', 'first', 'state', 'visit', 'american', 'presid']",3.0
"['deal', 'approv', 'compani', 'board', 'director', 'expect', 'complet', 'third', 'quarter', 'nvidia', 'fiscal', 'third', 'quarter']","['acquisit', 'approv', 'compani', 'board', 'director', 'expect', 'close', 'third', 'quarter', 'year']",3.4
"['volatil', 'mix', 'could', 'drag', 'session', 'beyond', 'four', 'day', 'allot', 'bush', 'said', 'senat', 'presid', 'jim', 'king']","['senat', 'might', 'support', 'cap', 'noneconom', 'damag', 'beyond', 'num', 'gov', 'jeb', 'bush', 'propos', 'said', 'senat', 'presid', 'jim', 'king']",2.75
"['num', 'polic', 'offic', 'involv', 'bust', 'culmin', 'twoyear', 'oper', 'investig', 'cocain', 'import', 'money', 'launder', 'gang']","['num', 'offic', 'launch', 'london', 'raid', 'final', 'phase', 'twoyear', 'oper', 'investig', 'cocain', 'money', 'launder', 'ring']",4.0
"['strip', 'extraordinari', 'item', 'fourthquart', 'earn', 'num', 'cent', 'share', 'compar', 'num', 'cent', 'share', 'prior', 'year']","['earn', 'num', 'cent', 'share', 'three', 'month', 'end', 'may', 'num', 'compar', 'num', 'cent', 'share', 'year', 'earlier']",1.0
"['age', 'num', 'reach', 'num', 'pound', 'difficult', 'decis', 'time', 'tri', 'surgeri']","['age', 'num', 'weigh', 'whop', 'numkg', 'came', 'difficult', 'decis', 'time', 'tri', 'surgeri']",4.25
"['could', 'throughout', 'world', 'could', 'end', 'terror', 'said']","['hospit', 'treat', 'everybodi', 'peopl', 'could', 'throughout', 'world', 'could', 'end', 'terror']",3.5
"['bill', 'gate', 'comdex', 'keynot', 'must', 'time', 'new', 'tablet', 'pc']","['sunday', 'night', 'comdex', 'must', 'time', 'yet', 'anoth', 'bill', 'gate', 'keynot']",3.067
"['accord', 'report', 'knight', 'allegedli', 'punch', 'park', 'attend', 'outsid', 'lo', 'angel', 'nightclub']","['arrest', 'last', 'week', 'allegedli', 'punch', 'park', 'attend', 'outsid', 'nightclub', 'la']",3.25
"['among', 'wait', 'turn', 'jodi', 'singer', 'sixthgrad', 'washington', 'dc']","['jodi', 'singer', 'sixthgrad', 'washington', 'dc', 'anxious', 'await', 'turn', 'microphon']",3.75
"['cancer', 'societi', 'said', 'studi', 'misus']","['american', 'cancer', 'societi', 'sever', 'scientist', 'said', 'studi', 'flaw', 'sever', 'way']",2.25
"['held', 'armstrong', 'counti', 'jail']","['tatar', 'held', 'without', 'bail', 'armstrong', 'counti', 'prison', 'today']",2.5
"['mile', 'east', 'tehuacan', 'corn', 'may', 'first', 'domest', 'num', 'year', 'ago']","['mile', 'west', 'pyramid', 'teotihuacan', 'corn', 'may', 'first', 'domest', 'num', 'year', 'ago']",3.75
"['confus', 'cap', 'tumultu', 'week', 'list', 'intend', 'block', 'num', 'percent', 'telemarket', 'call']","['free', 'servic', 'origin', 'intend', 'block', 'num', 'percent', 'telemarket', 'call']",3.25
"['strong', 'prefer', 'achiev', 'financi', 'restructur', 'court', 'remain', 'hope', 'chief', 'execut', 'marc', 'fuller', 'said']","['strong', 'prefer', 'achiev', 'financi', 'restructur', 'court', 'mirant', 'ceo', 'marc', 'fuller', 'said', 'prepar', 'statement', 'earli', 'friday']",4.0
"['name', 'complaint', 'former', 'chief', 'execut', 'offic', 'paul', 'allair', 'g', 'richard', 'thoman', 'former', 'cfo', 'barri', 'romeril']","['execut', 'fine', 'includ', 'former', 'chief', 'execut', 'paul', 'allair', 'g', 'richard', 'thoman', 'well', 'former', 'chief', 'financi', 'offic', 'barri', 'romeril']",3.444
"['chera', 'larkin', 'num', 'manhattan', 'charg', 'three', 'sham', 'marriag', 'also', 'charg', 'perjuri', 'file', 'fals', 'instrument']","['chera', 'larkin', 'num', 'manhattan', 'charg', 'perjuri', 'file', 'fals', 'instrument', 'three', 'marriag', 'applic']",4.6
"['estim', 'thursday', 'num', 'percent', 'market', 'share', 'europ']","['boston', 'scientif', 'said', 'gain', 'num', 'percent', 'coatedst', 'market', 'europ']",2.8
"['senat', 'bank', 'committe', 'schedul', 'hold', 'hear', 'tuesday', 'donaldson', 'schedul', 'testifi', 'hedg', 'mutual', 'fund']","['senat', 'bank', 'committe', 'schedul', 'hold', 'hear', 'tuesday', 'donaldson', 'question', 'hedg', 'mutual', 'fund']",4.8
"['techheavi', 'nasdaq', 'composit', 'index', 'ixic', 'num', 'percent', 'num', 'point', 'num']","['broader', 'standard', 'poor', 'num', 'index', 'spx', 'num', 'point', 'num', 'percent', 'num']",0.6000000000000001
"['mr', 'mors', 'charg', 'assault', 'mr', 'darvish', 'charg', 'file', 'fals', 'report']","['partner', 'bijan', 'darvish', 'charg', 'file', 'fals', 'polic', 'report']",2.75
"['third', 'appoint', 'new', 'job', 'execut', 'vice', 'presid', 'chief', 'staff', 'offic']","['bruce', 'n', 'hawthorn', 'num', 'name', 'execut', 'vice', 'presid', 'chief', 'staff', 'offic']",3.25
"['analyst', 'expect', 'net', 'loss', 'num', 'cent', 'share', 'accord', 'thomson', 'first', 'call']","['analyst', 'forecast', 'second', 'quarter', 'sale', 'num', 'million', 'accord', 'thomson', 'first', 'call', 'web', 'site']",1.5
"['district', 'also', 'sent', 'letter', 'yesterday', 'inform', 'parent', 'situat']","['parent', 'receiv', 'letter', 'inform', 'possibl', 'contamin', 'yesterday']",3.0
"['richard', 'grasso', 'quit', 'chairman', 'last', 'week', 'lose', 'support', 'board', 'amid', 'public', 'furor', 'num', 'million', 'pay', 'packag']","['grasso', 'quit', 'last', 'week', 'wake', 'firestorm', 'critic', 'num', 'million', 'compens', 'packag']",3.8
"['new', 'server', 'run', 'either', 'linux', 'xnum', 'version', 'solari', 'said']","['server', 'run', 'solari', 'xnum', 'oper', 'system', 'standard', 'linux', 'oper', 'system']",4.308
"['slide', 'ice', 'moriarti', 'carella', 'hit', 'spongi', 'rocki', 'floor', 'river', 'immedi', 'felt', 'pull']","['slide', 'embank', 'two', 'rescuer', 'hit', 'spongi', 'rocki', 'floor', 'river', 'immedi', 'felt', 'pull']",3.4
"['cadburi', 'schwepp', 'plc', 'plan', 'cut', 'num', 'job', 'shut', 'factori', 'num', 'billion', 'anum', 'billion', 'acquisit', 'spree', 'past', 'three', 'year', 'inflat', 'cost']","['cadburi', 'schwepp', 'unveil', 'plan', 'slash', 'num', 'job', 'num', 'percent', 'factori', 'four', 'year', 'cut', 'cost', 'brought', 'acquisit', 'spree']",3.2
"['mr', 'sweeney', 'outlin', 'plan', 'campaign', 'speech', 'last', 'night', 'philadelphia', 'annual', 'meet', 'american', 'polit', 'scienc', 'associ']","['sweeney', 'outlin', 'plan', 'campaign', 'speech', 'saturday', 'night', 'annual', 'meet', 'american', 'polit', 'scienc', 'associ']",3.5
"['seem', 'like', 'isol', 'incid', 'said', 'ariel', 'dean', 'washington', 'dc', 'earn', 'degre', 'polit', 'scienc']","['seem', 'like', 'isol', 'incid', 'said', 'graduat', 'ariel', 'dean', 'washington', 'dc']",3.75
"['juri', 'award', 'tvt', 'num', 'million', 'compensatori', 'damag', 'roughli', 'num', 'million', 'punit', 'damag']","['tvt', 'record', 'sought', 'num', 'million', 'punit', 'damag', 'num', 'million', 'compensatori', 'damag', 'offici', 'said']",1.75
"['tvt', 'record', 'sought', 'num', 'million', 'punit', 'damag', 'num', 'million', 'compensatori', 'damag', 'offici', 'said']","['damag', 'includ', 'num', 'million', 'compensatori', 'damag', 'num', 'million', 'punit', 'damag', 'idj']",1.25
"['two', 'democrat', 'fivememb', 'fcc', 'panel', 'held', 'news', 'confer', 'sway', 'opinion', 'powel']","['two', 'democrat', 'fivememb', 'fcc', 'held', 'news', 'confer', 'sway', 'opinion', 'powel', 'panel', 'two', 'republican']",3.4
"['unit', 'volum', 'also', 'set', 'record', 'notebook', 'account', 'num', 'percent', 'sale']","['may', 'num', 'lcd', 'account', 'num', 'percent', 'monitor', 'sale']",1.2
"['besid', 'battl', 'sale', 'slump', 'siebel', 'also', 'spar', 'investor', 'upset', 'huge', 'stock', 'option', 'windfal', 'compani', 'manag', 'pocket']","['besid', 'sale', 'slump', 'siebel', 'spar', 'sharehold', 'manag', 'stock', 'option', 'windfal']",3.8
"['stanford', 'num', 'rice', 'num', 'play', 'nation', 'championship', 'tonight']","['rice', 'num', 'stanford', 'num', 'meet', 'winnertakeal', 'matchup', 'num', 'pm', 'monday']",3.5
"['numcount', 'indict', 'strike', 'one', 'top', 'target', 'drug', 'traffick', 'world', 'u', 'attorney', 'marco', 'jimenez', 'said']","['newli', 'unseal', 'numcount', 'indict', 'alleg', 'money', 'launder', 'conspiraci', 'strike', 'one', 'top', 'target', 'drugtraffick', 'world', 'jiménez', 'said']",3.5
"['soldier', 'kill', 'monday', 'anoth', 'wound', 'convoy', 'ambush', 'northern', 'iraq']","['sunday', 'u', 'soldier', 'kill', 'anoth', 'injur', 'munit', 'dump', 'guard', 'explod', 'southern', 'iraq']",2.0
"['cost', 'analysi', 'way', 'said', 'michael', 'rebel', 'cfe', 'execut', 'director']","['look', 'robin', 'hood', 'remedi', 'said', 'michael', 'rebel', 'campaign', 'execut', 'director']",2.0
"['go', 'court', 'believ', 'could', 'play', 'best', 'tenni']","['believ', 'confid', 'could', 'case', 'would', 'play', 'best', 'tenni']",4.8
"['dotson', 'told', 'fbi', 'agent', 'shot', 'dennehi', 'player', 'tri', 'shoot', 'accord', 'arrest', 'warrant', 'affidavit']","['dotson', 'arrest', 'juli', 'num', 'tell', 'fbi', 'agent', 'shot', 'dennehi', 'dennehi', 'tri', 'shoot', 'accord', 'arrest', 'warrant', 'affidavit']",3.8
"['dog', 'said', 'second', 'human', 'thorough', 'medic', 'understand', 'research']","['said', 'dog', 'second', 'human', 'term', 'subject', 'medic', 'research']",4.6
"['stock', 'rose', 'num', 'num', 'percent', 'close', 'friday', 'num', 'new', 'york', 'stock', 'exchang']","['pge', 'corp', 'share', 'jump', 'num', 'num', 'percent', 'num', 'new', 'york', 'stock', 'exchang', 'friday']",1.4
"['eric', 'gagn', 'earn', 'numth', 'save', 'mani', 'opportun', 'struck', 'three', 'ninth', 'allow', 'infield', 'singl', 'greg', 'norton']","['closer', 'eric', 'gagn', 'earn', 'numth', 'save', 'mani', 'opportun', 'struck', 'three', 'four', 'batter', 'face', 'ninth']",3.6
"['blair', 'govern', 'includ', 'charg', 'saddam', 'sought', 'uranium', 'niger', 'septemb', 'num', 'dossier', 'set', 'case', 'militari', 'action']","['britain', 'includ', 'accus', 'septemb', 'num', 'dossier', 'set', 'case', 'war', 'iraq']",3.0
"['count', 'energi', 'price', 'wholesal', 'price', 'num', 'percent']","['energi', 'price', 'drop', 'num', 'percent', 'biggest', 'declin', 'sinc', 'juli', 'num']",1.6
"['spacecraft', 'schedul', 'blast', 'earli', 'tomorrow', 'late', 'friday', 'jiuquan', 'launch', 'site', 'gobi', 'desert']","['spacecraft', 'schedul', 'blast', 'next', 'wednesday', 'friday', 'launch', 'site', 'gobi', 'desert']",4.0
"['hong', 'kong', 'flat', 'australia', 'singapor', 'south', 'korea', 'lost', 'num', 'percent']","['australia', 'flat', 'singapor', 'num', 'percent', 'midday', 'south', 'korea', 'ad', 'num', 'percent']",2.4
"['suv', 'park', 'residenti', 'street', 'monrovia', 'tag', 'elf', 'slogan', 'anoth', 'set', 'ablaz', 'front', 'hous', 'sgt', 'tom', 'wright', 'said']","['sever', 'suv', 'park', 'residenti', 'street', 'monrovia', 'tag', 'elf', 'slogan', 'said', 'sgt', 'tom', 'wright']",3.5
"['least', 'num', 'case', 'indiana', 'three', 'illinoi', 'suspect']","['there', 'also', 'least', 'three', 'suspect', 'case', 'illinoi', 'num', 'indiana']",5.0
"['pill', 'call', 'polypil', 'would', 'contain', 'aspirin', 'cholesterollow', 'drug', 'three', 'blood', 'pressurelow', 'drug', 'half', 'standard', 'dose', 'folic', 'acid']","['ingredi', 'polypil', 'would', 'contain', 'aspirin', 'cholesterollow', 'statin', 'three', 'blood', 'pressurelow', 'agent', 'half', 'dose', 'folic', 'acid']",5.0
"['drive', 'around', 'car', 'peopl', 'kill', 'num', 'metr', 'away', 'said', 'sunday']","['right', 'drive', 'around', 'car', 'peopl', 'kill', 'num', 'metr', 'away']",4.0
"['tuesday', 'arraign', 'hear', 'marsh', 'plead', 'guilti', 'num', 'count', 'burial', 'servic', 'fraud', 'num', 'count', 'make', 'fals', 'statement']","['hear', 'plead', 'guilti', 'burial', 'servic', 'fraud', 'fals', 'statement', 'charg']",3.0
"['still', 'revenu', 'extra', 'premium', 'would', 'huge']","['would', 'extra', 'premium', 'collect']",1.333
"['semiconductor', 'giant', 'intel', 'corp', 'said', 'yesterday', 'secondquart', 'profit', 'doubl', 'year', 'ago', 'strongerthanexpect', 'demand', 'comput', 'microprocessor', 'offset', 'weak', 'commun', 'chip', 'busi']","['intel', 'corp', 'secondquart', 'profit', 'doubl', 'revenu', 'grew', 'num', 'percent', 'year', 'ago', 'chipmak', 'giant', 'report', 'strongerthanexpect', 'demand', 'person', 'comput', 'microprocessor']",3.8
"['schroeder', 'cancel', 'italian', 'holiday', 'stefani', 'refus', 'apologis', 'slur', 'came', 'berlusconi', 'compar', 'german', 'politician', 'nazi', 'concentr', 'camp', 'guard']","['stefani', 'remark', 'stoke', 'tension', 'italian', 'prime', 'minist', 'silvio', 'berlusconi', 'last', 'week', 'compar', 'german', 'member', 'european', 'parliament', 'nazi', 'concentr', 'camp', 'guard']",3.0
"['dell', 'openmanag', 'softwar', 'includ', 'dell', 'updat', 'packag', 'sm', 'help', 'autom', 'manag', 'server', 'hardwar', 'applic', 'oper', 'system', 'patch', 'singl', 'tool']","['updat', 'packag', 'help', 'autom', 'manag', 'server', 'hardwar', 'applic', 'oper', 'system', 'patch', 'use', 'one', 'tool', 'unpleasantli', 'vagu']",2.667
"['hell', 'swept', 'minut', 'die', 'cold', 'moriarti', 'thought']","['top', 'embank', 'moriarti', 'thought', 'hell', 'swept', 'minut', 'die', 'cold']",4.0
"['lurd', 'janeh', 'also', 'call', 'interim', 'govern', 'deploy', 'usl', 'western', 'peacekeep', 'forc']","['rebel', 'also', 'call', 'deploy', 'usl', 'peacekeep', 'forc']",3.0
"['kedo', 'spokesman', 'roland', 'tricot', 'said', 'execut', 'board', 'decid', 'refer', 'question', 'capit']","['execut', 'board', 'decid', 'refer', 'capit', 'korean', 'energi', 'develop', 'organ', 'said']",4.0
"['benchmark', 'treasuri', 'numyear', 'note', 'gain', 'num', 'yield', 'num', 'percent']","['benchmark', 'numyear', 'note', 'recent', 'num', 'yield', 'num', 'percent']",2.75
"['prosecutor', 'aboutfac', 'may', 'ask', 'autopsi', 'report', 'unseal', 'portion', 'conner', 'peterson', 'autopsi', 'report', 'favor', 'defens', 'leak', 'medium']","['ask', 'autopsi', 'report', 'unseal', 'portion', 'autopsi', 'report', 'peterson', 'unborn', 'son', 'favor', 'defens', 'leak', 'medium']",4.0
"['volum', 'moder', 'num', 'million', 'share', 'num', 'million', 'point', 'tuesday']","['volum', 'came', 'num', 'million', 'share', 'num', 'million', 'point', 'wednesday']",1.5
"['penn', 'traffic', 'stock', 'close', 'num', 'cent', 'per', 'share', 'wednesday', 'nasdaq', 'two', 'cent']","['penn', 'traffic', 'stock', 'close', 'wednesday', 'num', 'cent', 'num', 'cent', 'num', 'percent', 'tuesday', 'close']",3.75
"['hotli', 'contest', 'legisl', 'would', 'chang', 'state', 'takeov', 'law', 'help', 'michiganbas', 'develop', 'compani', 'fend', 'takeov', 'clear', 'state', 'senat', 'thursday']","['legisl', 'would', 'chang', 'state', 'takeov', 'law', 'help', 'bloomfield', 'hillsbas', 'taubman', 'center', 'inc', 'fend', 'numbillion', 'takeov', 'committe', 'approv', 'tuesday']",2.75
"['howev', 'union', 'includ', 'power', 'cgt', 'remain', 'oppos', 'reform', 'demand', 'govern', 'begin', 'fresh', 'negoti']","['power', 'cgt', 'union', 'remain', 'oppos', 'plan', 'howev', 'demand', 'govern', 'renegoti', 'reform']",4.0
"['famili', 'own', 'cheetah', 'strip', 'club', 'la', 'vega']","['search', 'conduct', 'simultan', 'raid', 'strip', 'club', 'san', 'diego', 'la', 'vega']",1.5
"['new', 'bill', 'would', 'medicar', 'cover', 'num', 'percent', 'drug', 'cost', 'num']","['senior', 'would', 'respons', 'num', 'percent', 'drug', 'cost', 'outofpocket', 'total', 'reach', 'num']",1.8
"['sever', 'thousand', 'numrd', 'infantri', 'troop', 'includ', 'numrd', 'brigad', 'combat', 'team', 'base', 'fort', 'ben', 'columbu', 'began', 'return', 'last', 'week']","['thousand', 'troop', 'divis', 'numrd', 'brigad', 'combat', 'team', 'base', 'fort', 'ben', 'columbu', 'began', 'return', 'last', 'week', 'flight', 'continu', 'friday']",4.0
"['prairi', 'dog', 'sold', 'exot', 'pet', 'believ', 'infect', 'illinoi', 'pet', 'shop', 'gambian', 'giant', 'rat', 'import', 'africa']","['prairi', 'dog', 'believ', 'becom', 'infect', 'pet', 'shop', 'gambian', 'rat', 'import', 'africa']",3.6
"['defens', 'cannot', 'appeal', 'roush', 'rule', 'trial']","['defens', 'lawyer', 'cannot', 'appeal', 'rule', 'trial', 'appel', 'court']",3.4
"['committe', 'appoint', 'defens', 'secretari', 'donald', 'rumsfeld', 'order', 'congress']","['public', 'hear', 'second', 'panel', 'creat', 'defens', 'secretari', 'donald', 'rumsfeld', 'pressur', 'congress']",2.6
"['former', 'indiana', 'rep', 'frank', 'mccloskey', 'num', 'die', 'sunday', 'bloomington', 'battl', 'bladder', 'cancer']","['mccloskey', 'die', 'sunday', 'afternoon', 'home', 'yearlong', 'battl', 'bladder', 'cancer']",3.25
"['hospit', 'red', 'cross', 'appeal', 'blood', 'donor', 'yesterday']","['connecticut', 'hospit', 'associ', 'join', 'red', 'cross', 'monday', 'call', 'blood', 'donor']",3.75
"['mexico', 'wish', 'guarante', 'citizen', 'safeti']","['mexico', 'wish', 'avoid', 'violenc']",4.0
"['spain', 'current', 'hold', 'rotat', 'presid', 'osc']","['spain', 'current', 'hold', 'osc', 'presid']",4.2
"['treati', 'first', 'sign', 'num']","['cfe', 'treati', 'sign', 'num']",4.2
"['gorgich', 'pashtoon', 'execut', 'prison']","['gorgich', 'pashtoon', 'execut', 'traffick', 'heroin', 'sistanbaluchestan', 'provinc']",3.2
"['safe', 'bourada', 'sentenc', 'num', 'year', 'prison']","['djamel', 'badaoui', 'sentenc', 'five', 'year']",0.6000000000000001
"['santo', 'state', 'radioact', 'materi', 'primari', 'basi', 'gener', 'crude', 'weapon', 'mass', 'destruct', 'terror']","['uranium', 'radioact', 'materi', 'primari', 'basi', 'gener', 'dirti', 'weapon', 'mass', 'destruct', 'terror']",3.6
"['fulvio', 'berghella', 'state', 'digit', 'worm', 'name', 'sq', 'hell', 'particularli', 'virul', 'replic', 'rate', 'num', 'time', 'hour']","['fulvio', 'berghella', 'state', 'digit', 'worm', 'name', 'sq', 'hell', 'high', 'capac', 'replic', 'digit', 'worm', 'name', 'sq', 'hell', 'slow', 'post', 'italian', 'comput', 'network', 'make', 'comput', 'inoper']",3.6
"['ingo', 'kober', 'state', 'larger', 'interest', 'intellectu', 'properti', 'right', 'num', 'num', 'year', 'ago']","['ingo', 'kober', 'state', 'nation', 'stronger', 'intellectu', 'properti', 'right', 'other']",2.0
"['investig', 'claim', 'british', 'compani', 'cia', 'cover']","['russian', 'investig', 'state', 'british', 'compani', 'cia', 'cover']",4.4
"['russia', 'nato', 'member', 'countri', 'hold', 'meet', 'fall', 'convent', 'forc', 'europ', 'treati', 'cfe']","['russian', 'parliament', 'vote', 'unanim', 'suspend', 'russia', 'particip', 'convent', 'forc', 'europ', 'cfe', 'treati']",1.4
"['unit', 'state', 'govern', 'nato', 'member', 'refus', 'ratifi', 'amend', 'treati', 'offici', 'moscow', 'withdraw', 'troop', 'former', 'soviet', 'republ', 'moldova', 'georgia']","['unit', 'state', 'nato', 'member', 'refus', 'ratifi', 'amend', 'treati', 'russia', 'complet', 'withdraw', 'moldova', 'georgia']",4.6
"['russia', 'would', 'immedi', 'increas', 'militari', 'strength', 'along', 'russian', 'border']","['russia', 'would', 'hesit', 'increas', 'militari', 'strength', 'along', 'russian', 'border', 'need', 'aris']",2.0
"['center', 'oper', 'august', 'num']","['center', 'formal', 'open', 'num']",2.2
"['brazilian', 'polic', 'surround', 'slum', 'north', 'rio', 'de', 'janeiro', 'rid', 'violent', 'drug', 'traffick']","['polic', 'offic', 'surround', 'slum', 'north', 'rio', 'de', 'janeiro', 'rid', 'violent', 'drug', 'traffick', 'seiz', 'weapon', 'drug']",3.8
"['region', 'intern', 'nonprolifer', 'issu', 'address', 'dialogu', 'negoti']","['second', 'propos', 'region', 'intern', 'nonprolifer', 'issu', 'address', 'dialogu', 'negoti']",3.6
"['bomb', 'occur', 'afghanistan', 'attack', 'antigovern', 'insurg', 'increas', 'recent', 'day']","['bomb', 'occur', 'afghanistan', 'polic', 'yet', 'state', 'respons']",2.6
"['georgian', 'govern', 'websit', 'intens', 'cyber', 'attack', 'follow', 'russian', 'militari', 'strike', 'georgia', 'late', 'last', 'week']","['cyber', 'attack', 'follow', 'russian', 'militari', 'strike', 'launch', 'georgia', 'late', 'last', 'week']",4.8
"['switzerland', 'trade', 'diplomat', 'relat', 'iran', 'critic', 'recent', 'month', 'foreign', 'minist', 'michelin', 'calmyrey', 'travel', 'tehran', 'march', 'num', 'sign', 'deal', 'iran', 'state', 'ga', 'firm']","['switzerland', 'trade', 'diplomat', 'relat', 'islam', 'republ', 'critic', 'recent', 'month', 'foreign', 'minist', 'michelin', 'calmyrey', 'travel', 'tehran', 'march', 'num', 'sign', 'ga', 'deal']",3.8
"['convent', 'forc', 'europ', 'treati', 'limit', 'number', 'militari', 'aircraft', 'tank', 'nonnuclear', 'heavi', 'weapon', 'europ']","['convent', 'forc', 'europ', 'treati', 'sign', 'russian', 'nato', 'member', 'num']",2.8
